Country,State,Year,Month,Day,Total Cases
Croatia,,2020,03,09,12
Diamond Princess,,2020,03,09,706
Cuba,,2020,03,09,0
Cyprus,,2020,03,09,2
Czechia,,2020,03,09,31
Denmark,Faroe Islands,2020,03,09,2
Denmark,Greenland,2020,03,09,0
Denmark,,2020,03,09,90
Djibouti,,2020,03,09,0
Dominican Republic,,2020,03,09,5
Ecuador,,2020,03,09,15
Egypt,,2020,03,09,55
El Salvador,,2020,03,09,0
Equatorial Guinea,,2020,03,09,0
Eritrea,,2020,03,09,0
Estonia,,2020,03,09,10
Eswatini,,2020,03,09,0
Ethiopia,,2020,03,09,0
Fiji,,2020,03,09,0
Finland,,2020,03,09,30
France,French Guiana,2020,03,09,5
France,French Polynesia,2020,03,09,0
France,Guadeloupe,2020,03,09,0
France,Mayotte,2020,03,09,0
France,New Caledonia,2020,03,09,0
France,Reunion,2020,03,09,0
France,Saint Barthelemy,2020,03,09,3
France,St Martin,2020,03,09,2
France,Martinique,2020,03,09,2
France,,2020,03,09,1209
Gabon,,2020,03,09,0
Gambia,,2020,03,09,0
Georgia,,2020,03,09,15
Germany,,2020,03,09,1176
Ghana,,2020,03,09,0
Greece,,2020,03,09,73
Guatemala,,2020,03,09,0
Guinea,,2020,03,09,0
Guyana,,2020,03,09,0
Haiti,,2020,03,09,0
Holy See,,2020,03,09,1
Honduras,,2020,03,09,0
Hungary,,2020,03,09,9
Iceland,,2020,03,09,58
India,,2020,03,09,43
Indonesia,,2020,03,09,19
Iran,,2020,03,09,7161
Iraq,,2020,03,09,60
Ireland,,2020,03,09,21
Israel,,2020,03,09,61
Italy,,2020,03,09,9172
Jamaica,,2020,03,09,0
Japan,,2020,03,09,511
Jordan,,2020,03,09,1
Kazakhstan,,2020,03,09,0
Kenya,,2020,03,09,0
"Korea, South",,2020,03,09,7478
Kuwait,,2020,03,09,64
Kyrgyzstan,,2020,03,09,0
Latvia,,2020,03,09,6
Lebanon,,2020,03,09,32
Liberia,,2020,03,09,0
Liechtenstein,,2020,03,09,1
Lithuania,,2020,03,09,1
Luxembourg,,2020,03,09,3
Madagascar,,2020,03,09,0
Malaysia,,2020,03,09,117
Maldives,,2020,03,09,4
Malta,,2020,03,09,3
Mauritania,,2020,03,09,0
Mauritius,,2020,03,09,0
Mexico,,2020,03,09,7
Moldova,,2020,03,09,1
Monaco,,2020,03,09,1
Mongolia,,2020,03,09,0
Montenegro,,2020,03,09,0
Morocco,,2020,03,09,2
Namibia,,2020,03,09,0
Nepal,,2020,03,09,1
Netherlands,Aruba,2020,03,09,0
Netherlands,Curacao,2020,03,09,0
Netherlands,Sint Maarten,2020,03,09,0
Netherlands,,2020,03,09,321
New Zealand,,2020,03,09,5
Nicaragua,,2020,03,09,0
Niger,,2020,03,09,0
Nigeria,,2020,03,09,2
North Macedonia,,2020,03,09,3
Norway,,2020,03,09,205
Oman,,2020,03,09,16
Pakistan,,2020,03,09,6
Panama,,2020,03,09,0
Papua New Guinea,,2020,03,09,0
Paraguay,,2020,03,09,1
Peru,,2020,03,09,7
Philippines,,2020,03,09,20
Poland,,2020,03,09,16
Portugal,,2020,03,09,30
Qatar,,2020,03,09,18
Romania,,2020,03,09,15
Russia,,2020,03,09,17
Rwanda,,2020,03,09,0
Saint Lucia,,2020,03,09,0
Saint Vincent and the Grenadines,,2020,03,09,0
San Marino,,2020,03,09,36
Saudi Arabia,,2020,03,09,15
Senegal,,2020,03,09,4
Serbia,,2020,03,09,1
Seychelles,,2020,03,09,0
Singapore,,2020,03,09,150
Slovakia,,2020,03,09,3
Slovenia,,2020,03,09,16
Somalia,,2020,03,09,0
South Africa,,2020,03,09,3
Spain,,2020,03,09,1073
Sri Lanka,,2020,03,09,1
Sudan,,2020,03,09,0
Suriname,,2020,03,09,0
Sweden,,2020,03,09,248
Switzerland,,2020,03,09,374
Taiwan*,,2020,03,09,45
Tanzania,,2020,03,09,0
Thailand,,2020,03,09,50
Togo,,2020,03,09,1
Trinidad and Tobago,,2020,03,09,0
Tunisia,,2020,03,09,2
Turkey,,2020,03,09,0
Uganda,,2020,03,09,0
Ukraine,,2020,03,09,1
United Arab Emirates,,2020,03,09,45
United Kingdom,Bermuda,2020,03,09,0
United Kingdom,Cayman Islands,2020,03,09,0
United Kingdom,Channel Islands,2020,03,09,0
United Kingdom,Gibraltar,2020,03,09,1
United Kingdom,Isle of Man,2020,03,09,0
United Kingdom,Montserrat,2020,03,09,0
United Kingdom,,2020,03,09,321
Uruguay,,2020,03,09,0
US,,2020,03,09,583
Uzbekistan,,2020,03,09,0
Venezuela,,2020,03,09,0
Vietnam,,2020,03,09,30
Zambia,,2020,03,09,0
Zimbabwe,,2020,03,09,0
Canada,Diamond Princess,2020,03,09,0
Dominica,,2020,03,09,0
Grenada,,2020,03,09,0
Mozambique,,2020,03,09,0
Syria,,2020,03,09,0
Timor-Leste,,2020,03,09,0
Belize,,2020,03,09,0
Canada,Recovered,2020,03,09,0
Laos,,2020,03,09,0
Libya,,2020,03,09,0
West Bank and Gaza,,2020,03,09,19
Guinea-Bissau,,2020,03,09,0
Mali,,2020,03,09,0
Saint Kitts and Nevis,,2020,03,09,0
Canada,Northwest Territories,2020,03,09,0
Canada,Yukon,2020,03,09,0
Kosovo,,2020,03,09,0
Burma,,2020,03,09,0
United Kingdom,Anguilla,2020,03,09,0
United Kingdom,British Virgin Islands,2020,03,09,0
United Kingdom,Turks and Caicos Islands,2020,03,09,0
MS Zaandam,,2020,03,09,0
Botswana,,2020,03,09,0
Burundi,,2020,03,09,0
Sierra Leone,,2020,03,09,0
Netherlands,"Bonaire, Sint Eustatius and Saba",2020,03,09,0
Malawi,,2020,03,09,0
United Kingdom,Falkland Islands (Malvinas),2020,03,09,0
France,Saint Pierre and Miquelon,2020,03,09,0
South Sudan,,2020,03,09,0
Western Sahara,,2020,03,09,0
Sao Tome and Principe,,2020,03,09,0
Yemen,,2020,03,09,0
Afghanistan,,2020,03,10,5
Albania,,2020,03,10,10
Algeria,,2020,03,10,20
Andorra,,2020,03,10,1
Angola,,2020,03,10,0
Antigua and Barbuda,,2020,03,10,0
Argentina,,2020,03,10,17
Armenia,,2020,03,10,1
Australia,Australian Capital Territory,2020,03,10,0
Australia,New South Wales,2020,03,10,55
Australia,Northern Territory,2020,03,10,1
Australia,Queensland,2020,03,10,18
Australia,South Australia,2020,03,10,7
Australia,Tasmania,2020,03,10,2
Australia,Victoria,2020,03,10,18
Australia,Western Australia,2020,03,10,6
Austria,,2020,03,10,182
Azerbaijan,,2020,03,10,11
Bahamas,,2020,03,10,0
Bahrain,,2020,03,10,110
Bangladesh,,2020,03,10,3
Barbados,,2020,03,10,0
Belarus,,2020,03,10,9
Belgium,,2020,03,10,267
Benin,,2020,03,10,0
Bhutan,,2020,03,10,1
Bolivia,,2020,03,10,0
Bosnia and Herzegovina,,2020,03,10,5
Brazil,,2020,03,10,31
Brunei,,2020,03,10,1
Bulgaria,,2020,03,10,4
Burkina Faso,,2020,03,10,1
Cabo Verde,,2020,03,10,0
Cambodia,,2020,03,10,2
Cameroon,,2020,03,10,2
Canada,Alberta,2020,03,10,7
Canada,British Columbia,2020,03,10,32
Canada,Grand Princess,2020,03,10,0
Canada,Manitoba,2020,03,10,0
Canada,New Brunswick,2020,03,10,0
Canada,Newfoundland and Labrador,2020,03,10,0
Canada,Nova Scotia,2020,03,10,0
Canada,Ontario,2020,03,10,36
Canada,Prince Edward Island,2020,03,10,0
Canada,Quebec,2020,03,10,4
Canada,Saskatchewan,2020,03,10,0
Central African Republic,,2020,03,10,0
Chad,,2020,03,10,0
Chile,,2020,03,10,13
China,Anhui,2020,03,10,990
China,Beijing,2020,03,10,429
China,Chongqing,2020,03,10,576
China,Fujian,2020,03,10,296
China,Gansu,2020,03,10,125
China,Guangdong,2020,03,10,1353
China,Guangxi,2020,03,10,252
China,Guizhou,2020,03,10,146
China,Hainan,2020,03,10,168
China,Hebei,2020,03,10,318
China,Heilongjiang,2020,03,10,481
China,Henan,2020,03,10,1272
China,Hong Kong,2020,03,10,120
China,Hubei,2020,03,10,67760
China,Hunan,2020,03,10,1018
China,Inner Mongolia,2020,03,10,75
China,Jiangsu,2020,03,10,631
China,Jiangxi,2020,03,10,935
China,Jilin,2020,03,10,93
China,Liaoning,2020,03,10,125
China,Macau,2020,03,10,10
China,Ningxia,2020,03,10,75
China,Qinghai,2020,03,10,18
China,Shaanxi,2020,03,10,245
China,Shandong,2020,03,10,758
China,Shanghai,2020,03,10,344
China,Shanxi,2020,03,10,133
China,Sichuan,2020,03,10,539
China,Tianjin,2020,03,10,136
China,Tibet,2020,03,10,1
China,Xinjiang,2020,03,10,76
China,Yunnan,2020,03,10,174
China,Zhejiang,2020,03,10,1215
Colombia,,2020,03,10,3
Congo (Brazzaville),,2020,03,10,0
Congo (Kinshasa),,2020,03,10,0
Costa Rica,,2020,03,10,9
Cote d'Ivoire,,2020,03,10,0
Croatia,,2020,03,10,14
Diamond Princess,,2020,03,10,706
Cuba,,2020,03,10,0
Cyprus,,2020,03,10,3
Czechia,,2020,03,10,41
Denmark,Faroe Islands,2020,03,10,2
Denmark,Greenland,2020,03,10,0
Denmark,,2020,03,10,262
Djibouti,,2020,03,10,0
Dominican Republic,,2020,03,10,5
Ecuador,,2020,03,10,15
Egypt,,2020,03,10,59
El Salvador,,2020,03,10,0
Equatorial Guinea,,2020,03,10,0
Eritrea,,2020,03,10,0
Estonia,,2020,03,10,12
Eswatini,,2020,03,10,0
Ethiopia,,2020,03,10,0
Fiji,,2020,03,10,0
Finland,,2020,03,10,40
France,French Guiana,2020,03,10,5
France,French Polynesia,2020,03,10,0
France,Guadeloupe,2020,03,10,0
France,Mayotte,2020,03,10,0
France,New Caledonia,2020,03,10,0
France,Reunion,2020,03,10,0
France,Saint Barthelemy,2020,03,10,3
France,St Martin,2020,03,10,2
France,Martinique,2020,03,10,2
France,,2020,03,10,1784
Gabon,,2020,03,10,0
Gambia,,2020,03,10,0
Georgia,,2020,03,10,15
Germany,,2020,03,10,1457
Ghana,,2020,03,10,0
Greece,,2020,03,10,89
Guatemala,,2020,03,10,0
Guinea,,2020,03,10,0
Guyana,,2020,03,10,0
Haiti,,2020,03,10,0
Holy See,,2020,03,10,1
Honduras,,2020,03,10,0
Hungary,,2020,03,10,9
Iceland,,2020,03,10,69
India,,2020,03,10,56
Indonesia,,2020,03,10,27
Iran,,2020,03,10,8042
Iraq,,2020,03,10,71
Ireland,,2020,03,10,34
Israel,,2020,03,10,75
Italy,,2020,03,10,10149
Jamaica,,2020,03,10,0
Japan,,2020,03,10,581
Jordan,,2020,03,10,1
Kazakhstan,,2020,03,10,0
Kenya,,2020,03,10,0
"Korea, South",,2020,03,10,7513
Kuwait,,2020,03,10,69
Kyrgyzstan,,2020,03,10,0
Latvia,,2020,03,10,8
Lebanon,,2020,03,10,41
Liberia,,2020,03,10,0
Liechtenstein,,2020,03,10,1
Lithuania,,2020,03,10,1
Luxembourg,,2020,03,10,5
Madagascar,,2020,03,10,0
Malaysia,,2020,03,10,129
Maldives,,2020,03,10,6
Malta,,2020,03,10,5
Mauritania,,2020,03,10,0
Mauritius,,2020,03,10,0
Mexico,,2020,03,10,7
Moldova,,2020,03,10,3
Monaco,,2020,03,10,1
Mongolia,,2020,03,10,1
Montenegro,,2020,03,10,0
Morocco,,2020,03,10,3
Namibia,,2020,03,10,0
Nepal,,2020,03,10,1
Netherlands,Aruba,2020,03,10,0
Netherlands,Curacao,2020,03,10,0
Netherlands,Sint Maarten,2020,03,10,0
Netherlands,,2020,03,10,382
New Zealand,,2020,03,10,5
Nicaragua,,2020,03,10,0
Niger,,2020,03,10,0
Nigeria,,2020,03,10,2
North Macedonia,,2020,03,10,7
Norway,,2020,03,10,400
Oman,,2020,03,10,18
Pakistan,,2020,03,10,16
Panama,,2020,03,10,1
Papua New Guinea,,2020,03,10,0
Paraguay,,2020,03,10,1
Peru,,2020,03,10,11
Philippines,,2020,03,10,33
Poland,,2020,03,10,22
Portugal,,2020,03,10,41
Qatar,,2020,03,10,24
Romania,,2020,03,10,25
Russia,,2020,03,10,20
Rwanda,,2020,03,10,0
Saint Lucia,,2020,03,10,0
Saint Vincent and the Grenadines,,2020,03,10,0
San Marino,,2020,03,10,51
Saudi Arabia,,2020,03,10,20
Senegal,,2020,03,10,4
Serbia,,2020,03,10,5
Seychelles,,2020,03,10,0
Singapore,,2020,03,10,160
Slovakia,,2020,03,10,7
Slovenia,,2020,03,10,31
Somalia,,2020,03,10,0
South Africa,,2020,03,10,7
Spain,,2020,03,10,1695
Sri Lanka,,2020,03,10,1
Sudan,,2020,03,10,0
Suriname,,2020,03,10,0
Sweden,,2020,03,10,355
Switzerland,,2020,03,10,491
Taiwan*,,2020,03,10,47
Tanzania,,2020,03,10,0
Thailand,,2020,03,10,53
Togo,,2020,03,10,1
Trinidad and Tobago,,2020,03,10,0
Tunisia,,2020,03,10,5
Turkey,,2020,03,10,0
Uganda,,2020,03,10,0
Ukraine,,2020,03,10,1
United Arab Emirates,,2020,03,10,74
United Kingdom,Bermuda,2020,03,10,0
United Kingdom,Cayman Islands,2020,03,10,0
United Kingdom,Channel Islands,2020,03,10,1
United Kingdom,Gibraltar,2020,03,10,1
United Kingdom,Isle of Man,2020,03,10,0
United Kingdom,Montserrat,2020,03,10,0
United Kingdom,,2020,03,10,382
Uruguay,,2020,03,10,0
US,,2020,03,10,959
Uzbekistan,,2020,03,10,0
Venezuela,,2020,03,10,0
Vietnam,,2020,03,10,31
Zambia,,2020,03,10,0
Zimbabwe,,2020,03,10,0
Canada,Diamond Princess,2020,03,10,0
Dominica,,2020,03,10,0
Grenada,,2020,03,10,0
Mozambique,,2020,03,10,0
Syria,,2020,03,10,0
Timor-Leste,,2020,03,10,0
Belize,,2020,03,10,0
Canada,Recovered,2020,03,10,0
Laos,,2020,03,10,0
Libya,,2020,03,10,0
West Bank and Gaza,,2020,03,10,26
Guinea-Bissau,,2020,03,10,0
Mali,,2020,03,10,0
Saint Kitts and Nevis,,2020,03,10,0
Canada,Northwest Territories,2020,03,10,0
Canada,Yukon,2020,03,10,0
Kosovo,,2020,03,10,0
Burma,,2020,03,10,0
United Kingdom,Anguilla,2020,03,10,0
United Kingdom,British Virgin Islands,2020,03,10,0
United Kingdom,Turks and Caicos Islands,2020,03,10,0
MS Zaandam,,2020,03,10,0
Botswana,,2020,03,10,0
Burundi,,2020,03,10,0
Sierra Leone,,2020,03,10,0
Netherlands,"Bonaire, Sint Eustatius and Saba",2020,03,10,0
Malawi,,2020,03,10,0
United Kingdom,Falkland Islands (Malvinas),2020,03,10,0
France,Saint Pierre and Miquelon,2020,03,10,0
South Sudan,,2020,03,10,0
Western Sahara,,2020,03,10,0
Sao Tome and Principe,,2020,03,10,0
Yemen,,2020,03,10,0
Afghanistan,,2020,03,11,7
Albania,,2020,03,11,12
Algeria,,2020,03,11,20
Andorra,,2020,03,11,1
Angola,,2020,03,11,0
Antigua and Barbuda,,2020,03,11,0
Argentina,,2020,03,11,19
Armenia,,2020,03,11,1
Australia,Australian Capital Territory,2020,03,11,0
Australia,New South Wales,2020,03,11,65
Australia,Northern Territory,2020,03,11,1
Australia,Queensland,2020,03,11,20
Australia,South Australia,2020,03,11,9
Australia,Tasmania,2020,03,11,3
Australia,Victoria,2020,03,11,21
Australia,Western Australia,2020,03,11,9
Austria,,2020,03,11,246
Azerbaijan,,2020,03,11,11
Bahamas,,2020,03,11,0
Bahrain,,2020,03,11,195
Bangladesh,,2020,03,11,3
Barbados,,2020,03,11,0
Belarus,,2020,03,11,9
Belgium,,2020,03,11,314
Benin,,2020,03,11,0
Bhutan,,2020,03,11,1
Bolivia,,2020,03,11,2
Bosnia and Herzegovina,,2020,03,11,7
Brazil,,2020,03,11,38
Brunei,,2020,03,11,11
Bulgaria,,2020,03,11,7
Burkina Faso,,2020,03,11,2
Cabo Verde,,2020,03,11,0
Cambodia,,2020,03,11,3
Cameroon,,2020,03,11,2
Canada,Alberta,2020,03,11,19
Canada,British Columbia,2020,03,11,39
Canada,Grand Princess,2020,03,11,0
Canada,Manitoba,2020,03,11,0
Canada,New Brunswick,2020,03,11,1
Canada,Newfoundland and Labrador,2020,03,11,0
Canada,Nova Scotia,2020,03,11,0
Canada,Ontario,2020,03,11,41
Canada,Prince Edward Island,2020,03,11,0
Canada,Quebec,2020,03,11,8
Canada,Saskatchewan,2020,03,11,0
Central African Republic,,2020,03,11,0
Chad,,2020,03,11,0
Chile,,2020,03,11,23
China,Anhui,2020,03,11,990
China,Beijing,2020,03,11,435
China,Chongqing,2020,03,11,576
China,Fujian,2020,03,11,296
China,Gansu,2020,03,11,127
China,Guangdong,2020,03,11,1356
China,Guangxi,2020,03,11,252
China,Guizhou,2020,03,11,146
China,Hainan,2020,03,11,168
China,Hebei,2020,03,11,318
China,Heilongjiang,2020,03,11,482
China,Henan,2020,03,11,1273
China,Hong Kong,2020,03,11,126
China,Hubei,2020,03,11,67773
China,Hunan,2020,03,11,1018
China,Inner Mongolia,2020,03,11,75
China,Jiangsu,2020,03,11,631
China,Jiangxi,2020,03,11,935
China,Jilin,2020,03,11,93
China,Liaoning,2020,03,11,125
China,Macau,2020,03,11,10
China,Ningxia,2020,03,11,75
China,Qinghai,2020,03,11,18
China,Shaanxi,2020,03,11,245
China,Shandong,2020,03,11,760
China,Shanghai,2020,03,11,344
China,Shanxi,2020,03,11,133
China,Sichuan,2020,03,11,539
China,Tianjin,2020,03,11,136
China,Tibet,2020,03,11,1
China,Xinjiang,2020,03,11,76
China,Yunnan,2020,03,11,174
China,Zhejiang,2020,03,11,1215
Colombia,,2020,03,11,9
Congo (Brazzaville),,2020,03,11,0
Congo (Kinshasa),,2020,03,11,1
Costa Rica,,2020,03,11,13
Cote d'Ivoire,,2020,03,11,1
Croatia,,2020,03,11,19
Diamond Princess,,2020,03,11,706
Cuba,,2020,03,11,0
Cyprus,,2020,03,11,6
Czechia,,2020,03,11,91
Denmark,Faroe Islands,2020,03,11,2
Denmark,Greenland,2020,03,11,0
Denmark,,2020,03,11,442
Djibouti,,2020,03,11,0
Dominican Republic,,2020,03,11,5
Ecuador,,2020,03,11,17
Egypt,,2020,03,11,60
El Salvador,,2020,03,11,0
Equatorial Guinea,,2020,03,11,0
Eritrea,,2020,03,11,0
Estonia,,2020,03,11,16
Eswatini,,2020,03,11,0
Ethiopia,,2020,03,11,0
Fiji,,2020,03,11,0
Finland,,2020,03,11,59
France,French Guiana,2020,03,11,5
France,French Polynesia,2020,03,11,0
France,Guadeloupe,2020,03,11,0
France,Mayotte,2020,03,11,0
France,New Caledonia,2020,03,11,0
France,Reunion,2020,03,11,1
France,Saint Barthelemy,2020,03,11,3
France,St Martin,2020,03,11,2
France,Martinique,2020,03,11,3
France,,2020,03,11,2281
Gabon,,2020,03,11,0
Gambia,,2020,03,11,0
Georgia,,2020,03,11,24
Germany,,2020,03,11,1908
Ghana,,2020,03,11,0
Greece,,2020,03,11,99
Guatemala,,2020,03,11,0
Guinea,,2020,03,11,0
Guyana,,2020,03,11,0
Haiti,,2020,03,11,0
Holy See,,2020,03,11,1
Honduras,,2020,03,11,2
Hungary,,2020,03,11,13
Iceland,,2020,03,11,85
India,,2020,03,11,62
Indonesia,,2020,03,11,34
Iran,,2020,03,11,9000
Iraq,,2020,03,11,71
Ireland,,2020,03,11,43
Israel,,2020,03,11,79
Italy,,2020,03,11,12462
Jamaica,,2020,03,11,1
Japan,,2020,03,11,639
Jordan,,2020,03,11,1
Kazakhstan,,2020,03,11,0
Kenya,,2020,03,11,0
"Korea, South",,2020,03,11,7755
Kuwait,,2020,03,11,72
Kyrgyzstan,,2020,03,11,0
Latvia,,2020,03,11,10
Lebanon,,2020,03,11,61
Liberia,,2020,03,11,0
Liechtenstein,,2020,03,11,1
Lithuania,,2020,03,11,3
Luxembourg,,2020,03,11,7
Madagascar,,2020,03,11,0
Malaysia,,2020,03,11,149
Maldives,,2020,03,11,8
Malta,,2020,03,11,6
Mauritania,,2020,03,11,0
Mauritius,,2020,03,11,0
Mexico,,2020,03,11,8
Moldova,,2020,03,11,3
Monaco,,2020,03,11,1
Mongolia,,2020,03,11,1
Montenegro,,2020,03,11,0
Morocco,,2020,03,11,5
Namibia,,2020,03,11,0
Nepal,,2020,03,11,1
Netherlands,Aruba,2020,03,11,0
Netherlands,Curacao,2020,03,11,0
Netherlands,Sint Maarten,2020,03,11,0
Netherlands,,2020,03,11,503
New Zealand,,2020,03,11,5
Nicaragua,,2020,03,11,0
Niger,,2020,03,11,0
Nigeria,,2020,03,11,2
North Macedonia,,2020,03,11,7
Norway,,2020,03,11,598
Oman,,2020,03,11,18
Pakistan,,2020,03,11,19
Panama,,2020,03,11,8
Papua New Guinea,,2020,03,11,0
Paraguay,,2020,03,11,5
Peru,,2020,03,11,11
Philippines,,2020,03,11,49
Poland,,2020,03,11,31
Portugal,,2020,03,11,59
Qatar,,2020,03,11,262
Romania,,2020,03,11,45
Russia,,2020,03,11,20
Rwanda,,2020,03,11,0
Saint Lucia,,2020,03,11,0
Saint Vincent and the Grenadines,,2020,03,11,0
San Marino,,2020,03,11,62
Saudi Arabia,,2020,03,11,21
Senegal,,2020,03,11,4
Serbia,,2020,03,11,12
Seychelles,,2020,03,11,0
Singapore,,2020,03,11,178
Slovakia,,2020,03,11,10
Slovenia,,2020,03,11,57
Somalia,,2020,03,11,0
South Africa,,2020,03,11,13
Spain,,2020,03,11,2277
Sri Lanka,,2020,03,11,2
Sudan,,2020,03,11,0
Suriname,,2020,03,11,0
Sweden,,2020,03,11,500
Switzerland,,2020,03,11,652
Taiwan*,,2020,03,11,48
Tanzania,,2020,03,11,0
Thailand,,2020,03,11,59
Togo,,2020,03,11,1
Trinidad and Tobago,,2020,03,11,0
Tunisia,,2020,03,11,7
Turkey,,2020,03,11,1
Uganda,,2020,03,11,0
Ukraine,,2020,03,11,1
United Arab Emirates,,2020,03,11,74
United Kingdom,Bermuda,2020,03,11,0
United Kingdom,Cayman Islands,2020,03,11,0
United Kingdom,Channel Islands,2020,03,11,2
United Kingdom,Gibraltar,2020,03,11,1
United Kingdom,Isle of Man,2020,03,11,0
United Kingdom,Montserrat,2020,03,11,0
United Kingdom,,2020,03,11,456
Uruguay,,2020,03,11,0
US,,2020,03,11,1281
Uzbekistan,,2020,03,11,0
Venezuela,,2020,03,11,0
Vietnam,,2020,03,11,38
Zambia,,2020,03,11,0
Zimbabwe,,2020,03,11,0
Canada,Diamond Princess,2020,03,11,0
Dominica,,2020,03,11,0
Grenada,,2020,03,11,0
Mozambique,,2020,03,11,0
Syria,,2020,03,11,0
Timor-Leste,,2020,03,11,0
Belize,,2020,03,11,0
Canada,Recovered,2020,03,11,0
Laos,,2020,03,11,0
Libya,,2020,03,11,0
West Bank and Gaza,,2020,03,11,30
Guinea-Bissau,,2020,03,11,0
Mali,,2020,03,11,0
Saint Kitts and Nevis,,2020,03,11,0
Canada,Northwest Territories,2020,03,11,0
Canada,Yukon,2020,03,11,0
Kosovo,,2020,03,11,0
Burma,,2020,03,11,0
United Kingdom,Anguilla,2020,03,11,0
United Kingdom,British Virgin Islands,2020,03,11,0
United Kingdom,Turks and Caicos Islands,2020,03,11,0
MS Zaandam,,2020,03,11,0
Botswana,,2020,03,11,0
Burundi,,2020,03,11,0
Sierra Leone,,2020,03,11,0
Netherlands,"Bonaire, Sint Eustatius and Saba",2020,03,11,0
Malawi,,2020,03,11,0
United Kingdom,Falkland Islands (Malvinas),2020,03,11,0
France,Saint Pierre and Miquelon,2020,03,11,0
South Sudan,,2020,03,11,0
Western Sahara,,2020,03,11,0
Sao Tome and Principe,,2020,03,11,0
Yemen,,2020,03,11,0
Afghanistan,,2020,03,12,7
Albania,,2020,03,12,23
Algeria,,2020,03,12,24
Andorra,,2020,03,12,1
Angola,,2020,03,12,0
Antigua and Barbuda,,2020,03,12,0
Argentina,,2020,03,12,19
Armenia,,2020,03,12,4
Australia,Australian Capital Territory,2020,03,12,0
Australia,New South Wales,2020,03,12,65
Australia,Northern Territory,2020,03,12,1
Australia,Queensland,2020,03,12,20
Australia,South Australia,2020,03,12,9
Australia,Tasmania,2020,03,12,3
Australia,Victoria,2020,03,12,21
Australia,Western Australia,2020,03,12,9
Austria,,2020,03,12,302
Azerbaijan,,2020,03,12,11
Bahamas,,2020,03,12,0
Bahrain,,2020,03,12,195
Bangladesh,,2020,03,12,3
Barbados,,2020,03,12,0
Belarus,,2020,03,12,12
Belgium,,2020,03,12,314
Benin,,2020,03,12,0
Bhutan,,2020,03,12,1
Bolivia,,2020,03,12,2
Bosnia and Herzegovina,,2020,03,12,11
Brazil,,2020,03,12,52
Brunei,,2020,03,12,11
Bulgaria,,2020,03,12,7
Burkina Faso,,2020,03,12,2
Cabo Verde,,2020,03,12,0
Cambodia,,2020,03,12,3
Cameroon,,2020,03,12,2
Canada,Alberta,2020,03,12,19
Canada,British Columbia,2020,03,12,46
Canada,Grand Princess,2020,03,12,0
Canada,Manitoba,2020,03,12,0
Canada,New Brunswick,2020,03,12,1
Canada,Newfoundland and Labrador,2020,03,12,0
Canada,Nova Scotia,2020,03,12,0
Canada,Ontario,2020,03,12,42
Canada,Prince Edward Island,2020,03,12,0
Canada,Quebec,2020,03,12,9
Canada,Saskatchewan,2020,03,12,0
Central African Republic,,2020,03,12,0
Chad,,2020,03,12,0
Chile,,2020,03,12,23
China,Anhui,2020,03,12,990
China,Beijing,2020,03,12,435
China,Chongqing,2020,03,12,576
China,Fujian,2020,03,12,296
China,Gansu,2020,03,12,127
China,Guangdong,2020,03,12,1356
China,Guangxi,2020,03,12,252
China,Guizhou,2020,03,12,146
China,Hainan,2020,03,12,168
China,Hebei,2020,03,12,318
China,Heilongjiang,2020,03,12,482
China,Henan,2020,03,12,1273
China,Hong Kong,2020,03,12,129
China,Hubei,2020,03,12,67781
China,Hunan,2020,03,12,1018
China,Inner Mongolia,2020,03,12,75
China,Jiangsu,2020,03,12,631
China,Jiangxi,2020,03,12,935
China,Jilin,2020,03,12,93
China,Liaoning,2020,03,12,125
China,Macau,2020,03,12,10
China,Ningxia,2020,03,12,75
China,Qinghai,2020,03,12,18
China,Shaanxi,2020,03,12,245
China,Shandong,2020,03,12,760
China,Shanghai,2020,03,12,344
China,Shanxi,2020,03,12,133
China,Sichuan,2020,03,12,539
China,Tianjin,2020,03,12,136
China,Tibet,2020,03,12,1
China,Xinjiang,2020,03,12,76
China,Yunnan,2020,03,12,174
China,Zhejiang,2020,03,12,1215
Colombia,,2020,03,12,9
Congo (Brazzaville),,2020,03,12,0
Congo (Kinshasa),,2020,03,12,1
Costa Rica,,2020,03,12,22
Cote d'Ivoire,,2020,03,12,1
Croatia,,2020,03,12,19
Diamond Princess,,2020,03,12,706
Cuba,,2020,03,12,3
Cyprus,,2020,03,12,6
Czechia,,2020,03,12,94
Denmark,Faroe Islands,2020,03,12,2
Denmark,Greenland,2020,03,12,0
Denmark,,2020,03,12,615
Djibouti,,2020,03,12,0
Dominican Republic,,2020,03,12,5
Ecuador,,2020,03,12,17
Egypt,,2020,03,12,67
El Salvador,,2020,03,12,0
Equatorial Guinea,,2020,03,12,0
Eritrea,,2020,03,12,0
Estonia,,2020,03,12,16
Eswatini,,2020,03,12,0
Ethiopia,,2020,03,12,0
Fiji,,2020,03,12,0
Finland,,2020,03,12,59
France,French Guiana,2020,03,12,5
France,French Polynesia,2020,03,12,0
France,Guadeloupe,2020,03,12,0
France,Mayotte,2020,03,12,0
France,New Caledonia,2020,03,12,0
France,Reunion,2020,03,12,1
France,Saint Barthelemy,2020,03,12,3
France,St Martin,2020,03,12,2
France,Martinique,2020,03,12,3
France,,2020,03,12,2281
Gabon,,2020,03,12,0
Gambia,,2020,03,12,0
